Gene stable ID,Gene name,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene type,Gene name 115
ENSGALG00010000392,,JAENSK010000635.1,4949,6060,lncRNA,
ENSGALG00010000393,,MU179261.1,231562,234125,lncRNA,
ENSGALG00010000394,,MU179261.1,232063,234026,lncRNA,
ENSGALG00010000395,,MU179261.1,246170,251865,lncRNA,
ENSGALG00010000396,,MU179258.1,29537,40777,lncRNA,
ENSGALG00010000397,,JAENSK010000635.1,6229,11080,lncRNA,
ENSGALG00010000398,,JAENSK010000635.1,6805,7950,lncRNA,
ENSGALG00010000399,,JAENSK010000635.1,8504,10761,lncRNA,
ENSGALG00010000400,,MU179261.1,246172,250237,lncRNA,
ENSGALG00010000401,,MU179261.1,254623,257203,lncRNA,
ENSGALG00010000402,PFKFB1,JAENSK010000592.1,5631,11379,protein_coding,PFKFB1
ENSGALG00010000403,,MU179261.1,103893,103974,snoRNA,
ENSGALG00010000404,RASAL1,15,11196354,11204612,protein_coding,RASAL1
ENSGALG00010000405,,JAENSK010000034.1,8039,15092,protein_coding,
ENSGALG00010000406,NSMCE3,JAENSK010000592.1,9908,13178,protein_coding,NSMCE3
ENSGALG00010000407,WSB2,15,11200528,11209635,protein_coding,WSB2
ENSGALG00010000408,,JAENSK010000646.1,1063,1206,protein_coding,
ENSGALG00010000409,,JAENSK010000646.1,12167,16791,lncRNA,
ENSGALG00010000410,,JAENSK010000646.1,12167,15944,lncRNA,
ENSGALG00010000411,,JAENSK010000034.1,1,2999,protein_coding,
ENSGALG00010000412,RFC5,15,11210578,11216494,protein_coding,RFC5
ENSGALG00010000413,,JAENSK010000646.1,16816,20257,lncRNA,
ENSGALG00010000414,,JAENSK010000034.1,2715,5559,protein_coding,
ENSGALG00010000415,,JAENSK010000034.1,5684,7507,lncRNA,
ENSGALG00010000416,,JAENSK010000034.1,16807,19023,lncRNA,
ENSGALG00010000417,,JAENSK010000034.1,19403,26215,lncRNA,
ENSGALG00010000418,,JAENSK010000034.1,30970,34603,lncRNA,
ENSGALG00010000419,,JAENSK010000034.1,16519,19356,lncRNA,
ENSGALG00010000420,,JAENSK010000034.1,37371,43349,lncRNA,
ENSGALG00010000421,,JAENSK010000034.1,30902,39579,lncRNA,
ENSGALG00010000422,ITIH6,JAENSK010000592.1,13999,19017,protein_coding,ITIH6
ENSGALG00010000423,,15,10032621,10045013,protein_coding,CARD8
ENSGALG00010000424,,MU179265.1,52662,64445,lncRNA,
ENSGALG00010000425,,MU179265.1,65852,66995,lncRNA,
ENSGALG00010000426,,MU179265.1,67463,71177,lncRNA,
ENSGALG00010000427,,MU179265.1,28781,72813,lncRNA,
ENSGALG00010000428,GNL3L,JAENSK010000592.1,15914,23456,protein_coding,GNL3L
ENSGALG00010000429,,MU179265.1,28789,33170,lncRNA,
ENSGALG00010000430,,MU179265.1,48563,61069,lncRNA,
ENSGALG00010000431,AIFM3,15,10043982,10069317,protein_coding,AIFM3
ENSGALG00010000432,,JAENSK010000592.1,23332,40775,protein_coding,
ENSGALG00010000433,,15,10069425,10070557,protein_coding,
ENSGALG00010000434,TP53,JAENSK010000588.1,5925,24900,protein_coding,TP53
ENSGALG00010000435,P2RX6,15,10070650,10075194,protein_coding,P2RX6
ENSGALG00010000436,,JAENSK010000615.1,67,36132,protein_coding,
ENSGALG00010000437,,JAENSK010000615.1,34852,37654,protein_coding,
ENSGALG00010000438,,JAENSK010000615.1,39123,42816,lncRNA,
ENSGALG00010000439,,JAENSK010000615.1,44878,47407,lncRNA,
ENSGALG00010000440,,15,10074428,10081103,protein_coding,C14ORF166B
ENSGALG00010000441,SLC7A4,15,10082258,10087270,protein_coding,SLC7A4
ENSGALG00010000442,DGCR6,15,10089635,10096208,protein_coding,DGCR6
ENSGALG00010000443,TBX3,15,12213494,12225406,protein_coding,TBX3
ENSGALG00010000444,RBM19,15,12459718,12507674,protein_coding,RBM19
ENSGALG00010000445,LHX5,15,12575823,12582240,protein_coding,LHX5
ENSGALG00010000446,,JAENSK010000657.1,20170,22200,lncRNA,
ENSGALG00010000447,SDSL,15,12581972,12585823,protein_coding,SDSL
ENSGALG00010000448,,JAENSK010000584.1,1906,14472,protein_coding,
ENSGALG00010000449,PLBD2,15,12586528,12589699,protein_coding,PLBD2
ENSGALG00010000450,,JAENSK010000619.1,23760,30608,protein_coding,
ENSGALG00010000451,,JAENSK010000584.1,10628,13700,protein_coding,
ENSGALG00010000452,SLC8B1,15,12590480,12594521,protein_coding,SLC8B1
ENSGALG00010000453,ACHE,JAENSK010000584.1,60802,66968,protein_coding,ACHE
ENSGALG00010000454,,JAENSK010000619.1,35606,39872,protein_coding,
ENSGALG00010000455,,JAENSK010000619.1,16199,18192,lncRNA,
ENSGALG00010000456,,JAENSK010000619.1,50187,51700,lncRNA,
ENSGALG00010000457,CATSPER4,15,12595873,12651155,protein_coding,CATSPER4
ENSGALG00010000458,,JAENSK010000644.1,3647,32154,protein_coding,
ENSGALG00010000459,,MU179266.1,138298,140929,protein_coding,
ENSGALG00010000460,,JAENSK010000644.1,1,3153,lncRNA,
ENSGALG00010000461,,MU179266.1,143640,144650,protein_coding,
ENSGALG00010000462,,15,12653873,12654760,protein_coding,
ENSGALG00010000463,,JAENSK010000644.1,1,3153,lncRNA,
ENSGALG00010000464,,MU179266.1,153467,168920,lncRNA,
ENSGALG00010000465,,JAENSK010000584.1,68355,75435,protein_coding,CUNH17orf49
ENSGALG00010000466,FBXO21,15,11330132,11347367,protein_coding,FBXO21
ENSGALG00010000467,RNASEK,JAENSK010000584.1,75700,81827,protein_coding,RNASEK
ENSGALG00010000468,TESC,15,11347501,11350270,protein_coding,TESC
ENSGALG00010000469,,JAENSK010000584.1,83316,99215,protein_coding,
ENSGALG00010000470,FBXW8,15,11352302,11399143,protein_coding,FBXW8
ENSGALG00010000471,,JAENSK010000584.1,100293,114134,protein_coding,WRAP53
ENSGALG00010000472,,JAENSK010000584.1,46961,48632,lncRNA,
ENSGALG00010000473,,JAENSK010000584.1,115633,117542,lncRNA,
ENSGALG00010000474,,JAENSK010000584.1,15090,23130,lncRNA,
ENSGALG00010000475,RNFT2,15,11412984,11440863,protein_coding,RNFT2
ENSGALG00010000476,,JAENSK010000478.1,3118,37822,protein_coding,
ENSGALG00010000477,,JAENSK010000584.1,55370,60645,lncRNA,
ENSGALG00010000478,,JAENSK010000584.1,55396,59816,lncRNA,
ENSGALG00010000479,C12orf49,15,11440882,11452146,protein_coding,C12orf49
ENSGALG00010000480,,JAENSK010000584.1,114788,117561,lncRNA,
ENSGALG00010000481,,15,11455074,11456131,protein_coding,
ENSGALG00010000482,,JAENSK010000659.1,10813,11739,protein_coding,
ENSGALG00010000483,,39,4792,26362,protein_coding,
ENSGALG00010000484,,JAENSK010000478.1,38007,39364,lncRNA,
ENSGALG00010000485,MED13L,15,11561400,11740289,protein_coding,MED13L
ENSGALG00010000486,,39,21343,26164,protein_coding,
ENSGALG00010000487,,15,10271089,10279778,lncRNA,
ENSGALG00010000488,,15,10414406,10417238,lncRNA,
ENSGALG00010000489,,15,10416176,10422251,lncRNA,
ENSGALG00010000490,,15,10423615,10430770,lncRNA,
ENSGALG00010000491,,39,28579,34374,protein_coding,FRMD8
ENSGALG00010000492,,15,10488574,10498711,lncRNA,
ENSGALG00010000493,,15,10518593,10521318,lncRNA,
ENSGALG00010000494,,15,10527537,10536852,lncRNA,
ENSGALG00010000495,,JAENSK010000667.1,365,898,protein_coding,
ENSGALG00010000496,,15,10685986,10702485,lncRNA,
ENSGALG00010000497,,15,10687975,10692744,lncRNA,
ENSGALG00010000498,,15,11148070,11150367,lncRNA,
ENSGALG00010000499,,15,11528218,11533119,lncRNA,
ENSGALG00010000500,,15,11787594,11819030,lncRNA,
ENSGALG00010000501,,39,44522,53663,protein_coding,SCYL1
ENSGALG00010000502,,JAENSK010000638.1,4045,34854,protein_coding,
ENSGALG00010000503,,15,11798307,11800646,lncRNA,
ENSGALG00010000504,,15,11927150,11928234,lncRNA,
ENSGALG00010000505,,15,12062622,12064791,lncRNA,
ENSGALG00010000506,,15,12201931,12204093,lncRNA,
ENSGALG00010000507,TRPT1,39,53585,57417,protein_coding,TRPT1
ENSGALG00010000508,,15,12205615,12208551,lncRNA,
ENSGALG00010000509,,JAENSK010000638.1,6300,7210,protein_coding,
ENSGALG00010000510,,15,12208738,12211214,lncRNA,
ENSGALG00010000511,FERMT3,39,56665,66663,protein_coding,FERMT3
ENSGALG00010000512,,15,12230508,12232063,lncRNA,
ENSGALG00010000513,,15,12282697,12284985,lncRNA,
ENSGALG00010000514,,JAENSK010000638.1,7248,7392,pseudogene,
ENSGALG00010000515,,JAENSK010000638.1,14690,15077,pseudogene,
ENSGALG00010000516,,15,12314006,12315704,lncRNA,
ENSGALG00010000517,,15,12388007,12398799,lncRNA,
ENSGALG00010000518,,15,12403406,12405705,lncRNA,
ENSGALG00010000519,,JAENSK010000638.1,18954,19369,pseudogene,
ENSGALG00010000520,,15,12418828,12423796,lncRNA,
ENSGALG00010000521,,15,12455961,12459687,lncRNA,
ENSGALG00010000522,,15,12508804,12516855,lncRNA,
ENSGALG00010000523,,15,12509907,12526802,lncRNA,
ENSGALG00010000524,,JAENSK010000638.1,23337,28523,protein_coding,
ENSGALG00010000525,,JAENSK010000461.1,43160,49162,protein_coding,
ENSGALG00010000526,POLD1,JAENSK010000656.1,1,22898,protein_coding,POLD1
ENSGALG00010000527,,15,12515652,12527303,lncRNA,
ENSGALG00010000528,,JAENSK010000638.1,32527,32938,pseudogene,
ENSGALG00010000529,STIP1,39,67029,74974,protein_coding,STIP1
ENSGALG00010000530,,JAENSK010000638.1,10280,10678,protein_coding,
ENSGALG00010000531,,15,12557109,12572110,lncRNA,
ENSGALG00010000532,,JAENSK010000461.1,57615,72561,protein_coding,JPH2
ENSGALG00010000533,,15,12564338,12570205,lncRNA,
ENSGALG00010000534,,15,12659401,12662417,lncRNA,
ENSGALG00010000535,,15,12681979,12696553,lncRNA,
ENSGALG00010000536,,15,12696738,12703417,lncRNA,
ENSGALG00010000537,,15,12683550,12688529,lncRNA,
ENSGALG00010000538,,15,12687123,12703076,lncRNA,
ENSGALG00010000539,,JAENSK010000461.1,3679,42095,lncRNA,
ENSGALG00010000540,,15,10436690,10476870,lncRNA,
ENSGALG00010000541,,JAENSK010000461.1,7590,28209,lncRNA,
ENSGALG00010000542,,15,10452176,10577084,lncRNA,
ENSGALG00010000543,,JAENSK010000461.1,25923,28760,lncRNA,
ENSGALG00010000544,,JAENSK010000461.1,54087,57165,lncRNA,
ENSGALG00010000545,,15,10570572,10584720,lncRNA,
ENSGALG00010000546,FLRT1,39,75816,79054,protein_coding,FLRT1
ENSGALG00010000547,,JAENSK010000461.1,77774,85481,lncRNA,
ENSGALG00010000548,,JAENSK010000461.1,80360,82861,lncRNA,
ENSGALG00010000549,,JAENSK010000461.1,96488,140323,lncRNA,
ENSGALG00010000550,,15,10555626,10559552,lncRNA,
ENSGALG00010000551,,15,10610294,10684857,lncRNA,
ENSGALG00010000552,,JAENSK010000461.1,98925,122392,lncRNA,
ENSGALG00010000553,,15,11401377,11409926,lncRNA,
ENSGALG00010000554,,JAENSK010000461.1,104640,108302,lncRNA,
ENSGALG00010000555,OTUB1,39,82898,88399,protein_coding,OTUB1
ENSGALG00010000556,,JAENSK010000461.1,108862,128979,lncRNA,
ENSGALG00010000557,,15,11547137,11555930,lncRNA,
ENSGALG00010000558,,JAENSK010000461.1,114305,135418,lncRNA,
ENSGALG00010000559,,JAENSK010000461.1,117473,138159,lncRNA,
ENSGALG00010000560,,JAENSK010000461.1,30590,36244,lncRNA,
ENSGALG00010000561,,39,88506,89009,protein_coding,COX8A
ENSGALG00010000562,,15,11922199,12162548,lncRNA,
ENSGALG00010000563,,JAENSK010000461.1,99792,144822,lncRNA,
ENSGALG00010000564,NAA40,39,89157,92970,protein_coding,NAA40
ENSGALG00010000565,,15,12076406,12091745,lncRNA,
ENSGALG00010000566,,15,12205394,12208312,lncRNA,
ENSGALG00010000567,,15,12208966,12212939,lncRNA,
ENSGALG00010000568,,15,12267190,12272904,lncRNA,
ENSGALG00010000569,SIPA1,39,95698,102971,protein_coding,SIPA1
ENSGALG00010000570,,15,12314252,12320507,lncRNA,
ENSGALG00010000571,,MU179271.1,52758,81183,protein_coding,ASPDH
ENSGALG00010000572,,15,12667103,12674650,lncRNA,
ENSGALG00010000573,SNORD125,15,11142438,11142542,snoRNA,SNORD125
ENSGALG00010000574,,39,106328,116368,protein_coding,EHBP1L1
ENSGALG00010000575,,15,10806550,10813138,protein_coding,SEC14L3
ENSGALG00010000576,NOS1,15,11293543,11323237,protein_coding,NOS1
ENSGALG00010000577,,39,124270,129365,protein_coding,
ENSGALG00010000578,,39,117114,119471,protein_coding,SSSCA1
ENSGALG00010000579,,MU179271.1,637,8820,protein_coding,
ENSGALG00010000580,,MU179271.1,9409,16785,protein_coding,
ENSGALG00010000581,,39,120256,143895,protein_coding,RBM4
ENSGALG00010000582,,MU179271.1,17292,19799,lncRNA,
ENSGALG00010000583,CCS,39,129915,132526,protein_coding,CCS
ENSGALG00010000584,RBM14,39,132399,138636,protein_coding,RBM14
ENSGALG00010000585,SPTBN2,39,145711,174165,protein_coding,SPTBN2
ENSGALG00010000586,,39,109341,111071,protein_coding,
ENSGALG00010000587,,39,26915,28476,lncRNA,
ENSGALG00010000588,,39,37680,39035,lncRNA,
ENSGALG00010000589,,39,124663,129371,protein_coding,
ENSGALG00010000590,DNAH5,2,76270022,76404968,protein_coding,DNAH5
ENSGALG00010000591,SBK2,2,78035810,78046295,protein_coding,SBK2
ENSGALG00010000592,CCT5,2,78060504,78070098,protein_coding,CCT5
ENSGALG00010000593,ATPSCKMT,2,78070154,78078541,protein_coding,FAM173B
ENSGALG00010000594,,2,71725541,71726899,protein_coding,
ENSGALG00010000595,MYO10,2,75146552,75298504,protein_coding,MYO10
ENSGALG00010000596,,29,674443,677943,protein_coding,
ENSGALG00010000597,CDH9,2,70895129,70995690,protein_coding,CDH9
ENSGALG00010000598,,29,469364,497609,protein_coding,
ENSGALG00010000599,RETREG1,2,75307747,75372899,protein_coding,FAM134B
ENSGALG00010000600,,2,71615051,71616559,protein_coding,
ENSGALG00010000601,,29,375412,432175,protein_coding,
ENSGALG00010000602,,29,2042,36694,protein_coding,
ENSGALG00010000603,ZNF622,2,75373027,75382663,protein_coding,ZNF622
ENSGALG00010000604,,29,9392,16622,protein_coding,
ENSGALG00010000605,MARCHF11,2,75420096,75451413,protein_coding,MARCHF11
ENSGALG00010000606,UBE2QL1,2,79452681,79469431,protein_coding,UBE2QL1
ENSGALG00010000607,,29,18892,342196,protein_coding,
ENSGALG00010000608,,29,18892,24682,protein_coding,
ENSGALG00010000609,,MU179273.1,238735,243708,protein_coding,
ENSGALG00010000610,,2,79482497,79496256,protein_coding,MED10
ENSGALG00010000611,C7orf57,2,79551374,79554889,protein_coding,C7orf57
ENSGALG00010000612,,29,29449,146964,protein_coding,
ENSGALG00010000613,,MU179273.1,16669,28554,protein_coding,LIN37
ENSGALG00010000614,KAT8,36,183800,221067,protein_coding,KAT8
ENSGALG00010000615,,29,68561,73033,protein_coding,
ENSGALG00010000616,PSENEN,MU179273.1,28273,37190,protein_coding,PSENEN
ENSGALG00010000617,,29,53900,54563,protein_coding,
ENSGALG00010000618,,MU179273.1,46597,48786,protein_coding,
ENSGALG00010000619,,36,224338,225770,protein_coding,
ENSGALG00010000620,,MU179273.1,47896,48875,protein_coding,
ENSGALG00010000621,UPP1,2,79554809,79578000,protein_coding,UPP1
ENSGALG00010000622,,29,76636,102859,protein_coding,
ENSGALG00010000623,,36,3156,14433,protein_coding,
ENSGALG00010000624,,29,76890,96558,protein_coding,
ENSGALG00010000625,,MU179273.1,48819,91340,protein_coding,LIPE
ENSGALG00010000626,ABCA13,2,79581380,79758235,protein_coding,ABCA13
ENSGALG00010000627,,36,3161,10339,protein_coding,
ENSGALG00010000628,,29,88269,377917,protein_coding,
ENSGALG00010000629,,MU179273.1,55207,55853,protein_coding,
ENSGALG00010000630,,36,4489,10103,protein_coding,
ENSGALG00010000631,,36,16213,18902,protein_coding,
ENSGALG00010000632,,29,109343,115662,protein_coding,
ENSGALG00010000633,VWC2,2,80111954,80171223,protein_coding,VWC2
ENSGALG00010000634,,36,22943,60190,protein_coding,
ENSGALG00010000635,,MU179273.1,92225,105125,protein_coding,
ENSGALG00010000636,,36,65919,72195,protein_coding,ZNF646
ENSGALG00010000637,,29,125610,126367,protein_coding,
ENSGALG00010000638,,29,344156,348674,protein_coding,
ENSGALG00010000639,SCN1B,MU179273.1,115432,132133,protein_coding,SCN1B
ENSGALG00010000640,,29,364337,383189,protein_coding,
ENSGALG00010000641,,36,72878,116536,protein_coding,
ENSGALG00010000642,ZPBP1,2,80175464,80201728,protein_coding,ZPBP1
ENSGALG00010000643,VKORC1,36,103021,109809,protein_coding,VKORC1
ENSGALG00010000644,SPMIP7,2,80201879,80229725,protein_coding,C7orf72
ENSGALG00010000645,,29,376121,421576,protein_coding,
ENSGALG00010000646,,36,112363,114773,protein_coding,
ENSGALG00010000647,,29,388999,443250,protein_coding,
ENSGALG00010000648,,29,402594,407441,protein_coding,
ENSGALG00010000649,PAPD7,2,79326072,79382597,protein_coding,PAPD7
ENSGALG00010000650,BCKDK,36,115893,140857,protein_coding,BCKDK
ENSGALG00010000651,,MU179273.1,163371,202413,protein_coding,MYO7L2
ENSGALG00010000652,SRD5A1,2,79394757,79411639,protein_coding,SRD5A1
ENSGALG00010000653,NSUN2,2,79411790,79428448,protein_coding,NSUN2
ENSGALG00010000654,,36,160509,162119,protein_coding,
ENSGALG00010000655,,29,401646,478188,protein_coding,
ENSGALG00010000656,,MU179273.1,267336,268932,protein_coding,
ENSGALG00010000657,,MU179273.1,455,3093,lncRNA,
ENSGALG00010000658,,MU179273.1,8379,11414,lncRNA,
ENSGALG00010000659,,2,80456782,80473215,protein_coding,
ENSGALG00010000660,,36,233761,249864,protein_coding,
ENSGALG00010000661,,29,514166,517785,protein_coding,
ENSGALG00010000662,,MU179273.1,12975,14735,lncRNA,
ENSGALG00010000663,,MU179273.1,132444,134333,lncRNA,
ENSGALG00010000664,,MU179273.1,136968,138395,lncRNA,
ENSGALG00010000665,,29,450430,451452,protein_coding,
ENSGALG00010000666,,MU179273.1,154638,156229,lncRNA,
ENSGALG00010000667,,MU179273.1,254620,255951,lncRNA,
ENSGALG00010000668,,MU179273.1,266058,267276,lncRNA,
ENSGALG00010000669,,MU179273.1,269669,271611,lncRNA,
ENSGALG00010000670,,29,451631,453780,protein_coding,
ENSGALG00010000671,,MU179273.1,269671,271589,lncRNA,
ENSGALG00010000672,,MU179273.1,275696,277086,lncRNA,
ENSGALG00010000673,,MU179273.1,132444,154580,lncRNA,
ENSGALG00010000674,GRB10,2,80480891,80622584,protein_coding,GRB10
ENSGALG00010000675,,29,457019,458043,protein_coding,
ENSGALG00010000676,,MU179273.1,157654,161116,lncRNA,
ENSGALG00010000677,,MU179273.1,259493,263372,lncRNA,
ENSGALG00010000678,,29,485652,486943,protein_coding,
ENSGALG00010000679,,29,488077,512460,protein_coding,
ENSGALG00010000680,,29,499661,501352,protein_coding,
ENSGALG00010000681,,29,506844,512254,protein_coding,
ENSGALG00010000682,,29,537560,537938,protein_coding,
ENSGALG00010000683,,29,540784,541162,protein_coding,
ENSGALG00010000684,COBL,2,80696760,80847727,protein_coding,COBL
ENSGALG00010000685,,36,251540,296614,protein_coding,
ENSGALG00010000686,,29,545043,662323,protein_coding,
ENSGALG00010000687,IKZF1,2,80277549,80349204,protein_coding,IKZF1
ENSGALG00010000688,,36,297018,320867,protein_coding,
ENSGALG00010000689,,36,74538,75497,protein_coding,
ENSGALG00010000690,,36,61510,62542,lncRNA,
ENSGALG00010000691,,36,63000,64765,lncRNA,
ENSGALG00010000692,,36,153426,155798,lncRNA,
ENSGALG00010000693,,36,163484,165675,lncRNA,
ENSGALG00010000694,,36,165707,169524,lncRNA,
ENSGALG00010000695,FIGNL1,2,80366386,80371012,protein_coding,FIGNL1
ENSGALG00010000696,,36,165709,170281,lncRNA,
ENSGALG00010000697,,MU179272.1,117271,123448,protein_coding,
ENSGALG00010000698,,36,320868,322301,lncRNA,
ENSGALG00010000699,,36,320910,322301,lncRNA,
ENSGALG00010000700,,36,322691,323734,lncRNA,
ENSGALG00010000701,,36,142793,152665,lncRNA,
ENSGALG00010000702,DDC,2,80372882,80425053,protein_coding,DDC
ENSGALG00010000703,,36,153359,155771,lncRNA,
ENSGALG00010000704,,29,552210,578584,protein_coding,ZNF624
ENSGALG00010000705,,2,80437423,80441607,protein_coding,
ENSGALG00010000706,,36,169525,174215,lncRNA,
ENSGALG00010000707,,36,170547,174057,lncRNA,
ENSGALG00010000708,,29,588338,658509,protein_coding,
ENSGALG00010000709,,29,659426,660475,protein_coding,
ENSGALG00010000710,,MU179272.1,120596,123474,protein_coding,
ENSGALG00010000711,SPRY2,1,152629825,152651804,protein_coding,SPRY2
ENSGALG00010000712,,MU179272.1,159386,162716,protein_coding,
ENSGALG00010000713,,29,664740,687862,protein_coding,
ENSGALG00010000714,FBXL7,2,75481259,75810987,protein_coding,FBXL7
ENSGALG00010000715,PCDH20,1,161770430,161775675,protein_coding,PCDH20
ENSGALG00010000716,,29,667526,669927,protein_coding,
ENSGALG00010000717,NDFIP2,1,152976797,153023783,protein_coding,NDFIP2
ENSGALG00010000718,EEF1G,MU179272.1,187339,261811,protein_coding,EEF1G
ENSGALG00010000719,,MU179272.1,221645,222058,protein_coding,
ENSGALG00010000720,RBM26,1,153066034,153114030,protein_coding,RBM26
ENSGALG00010000721,,29,388260,446413,protein_coding,
ENSGALG00010000722,ANKH,2,75809803,75903748,protein_coding,ANKH
ENSGALG00010000723,,MU179272.1,273247,274631,protein_coding,
ENSGALG00010000724,OBI1,1,153454850,153481912,protein_coding,RNF219
ENSGALG00010000725,,29,499429,501709,protein_coding,
ENSGALG00010000726,POU4F1,1,153489663,153491621,protein_coding,POU4F1
ENSGALG00010000727,,29,509244,556932,protein_coding,
ENSGALG00010000728,OTULIN,2,75917339,75926638,protein_coding,FAM105B
ENSGALG00010000729,EDNRB,1,153874214,153891520,protein_coding,EDNRB
ENSGALG00010000730,INTS5,MU179272.1,300519,311143,protein_coding,INTS5
ENSGALG00010000731,,29,435029,439415,protein_coding,
ENSGALG00010000732,,MU179272.1,314343,323607,protein_coding,
ENSGALG00010000733,,29,87033,91414,protein_coding,
ENSGALG00010000734,SLAIN1,1,153949429,154004128,protein_coding,SLAIN1
ENSGALG00010000735,,MU179272.1,43348,45566,protein_coding,
ENSGALG00010000736,,MU179272.1,370883,399834,lncRNA,
ENSGALG00010000737,,29,339151,341733,protein_coding,
ENSGALG00010000738,,MU179272.1,375063,404796,lncRNA,
ENSGALG00010000739,,MU179272.1,388355,394646,lncRNA,
ENSGALG00010000740,,MU179272.1,393725,399135,lncRNA,
ENSGALG00010000741,FAM105A,2,75933669,75959354,protein_coding,FAM105A
ENSGALG00010000742,,MU179272.1,411458,441037,lncRNA,
ENSGALG00010000743,,MU179272.1,411473,441033,lncRNA,
ENSGALG00010000744,,MU179272.1,26715,28917,lncRNA,
ENSGALG00010000745,,MU179272.1,32456,33774,lncRNA,
ENSGALG00010000746,,MU179272.1,35327,39075,lncRNA,
ENSGALG00010000747,,MU179272.1,35354,39075,lncRNA,
ENSGALG00010000748,,MU179272.1,110967,111473,lncRNA,
