Gene_stable_ID,Version (gene),Gene_name,Human_gene_stable_ID,Human_gene_name
ENSGALG00010000299,1,,,
ENSGALG00010000300,1,,,
ENSGALG00010000301,1,UQCR10,ENSG00000184076,UQCR10
ENSGALG00010000302,1,,ENSG00000146112,PPP1R18
ENSGALG00010000303,1,PES1,,
ENSGALG00010000304,1,,,
ENSGALG00010000305,1,,,
ENSGALG00010000306,1,,ENSG00000198837,DENND4B
ENSGALG00010000307,1,ZMAT5,ENSG00000100319,ZMAT5
ENSGALG00010000308,1,,,
ENSGALG00010000309,1,,,
ENSGALG00010000310,1,,,
ENSGALG00010000311,1,,,
ENSGALG00010000312,1,CABP7,ENSG00000100314,CABP7
ENSGALG00010000313,1,,,
ENSGALG00010000314,1,,,
ENSGALG00010000315,1,,,
ENSGALG00010000316,1,,,
ENSGALG00010000317,1,,,
ENSGALG00010000318,1,,,
ENSGALG00010000319,1,,,
ENSGALG00010000320,1,,,
ENSGALG00010000321,1,,,
ENSGALG00010000322,1,,,
ENSGALG00010000323,1,AP1B1,ENSG00000100280,AP1B1
ENSGALG00010000324,1,,,
ENSGALG00010000325,1,,,
ENSGALG00010000326,1,,,
ENSGALG00010000327,1,,,
ENSGALG00010000328,1,,,
ENSGALG00010000329,1,,,
ENSGALG00010000330,1,,,
ENSGALG00010000331,1,,ENSG00000185340,GAS2L1
ENSGALG00010000332,1,,,
ENSGALG00010000333,1,,,
ENSGALG00010000334,1,,,
ENSGALG00010000335,1,,,
ENSGALG00010000336,1,faf,,
ENSGALG00010000337,1,,,
ENSGALG00010000338,1,,,
ENSGALG00010000339,1,,ENSG00000287839,
ENSGALG00010000340,1,NAA10,ENSG00000102030,NAA10
ENSGALG00010000341,1,EWSR1,ENSG00000182944,EWSR1
ENSGALG00010000342,1,,,
ENSGALG00010000343,1,,ENSG00000287839,
ENSGALG00010000344,1,,,
ENSGALG00010000345,1,,,
ENSGALG00010000346,1,,,
ENSGALG00010000347,1,,,
ENSGALG00010000348,1,,,
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000186431,FCAR
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000239998,LILRA2
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000187116,LILRA5
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000131042,LILRB2
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000104972,LILRB1
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000088053,GP6
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000189430,NCR1
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000239961,LILRA4
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000167618,LAIR2
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000189068,VSTM1
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000104974,LILRA1
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000186818,LILRB4
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000204577,LILRB3
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000244482,LILRA6
ENSGALG00010000349,1,CHIR-IG1-5,ENSG00000105609,LILRB5
ENSGALG00010000350,1,,ENSG00000100888,CHD8
ENSGALG00010000351,1,,,
ENSGALG00010000352,1,,,
ENSGALG00010000353,1,NDUFB11,ENSG00000147123,NDUFB11
ENSGALG00010000354,1,,,
ENSGALG00010000355,1,,,
ENSGALG00010000356,1,,ENSG00000204580,DDR1
ENSGALG00010000357,1,,,
ENSGALG00010000358,1,,,
ENSGALG00010000359,1,,,
ENSGALG00010000360,1,,ENSG00000105722,ERF
ENSGALG00010000361,1,,,
ENSGALG00010000362,1,,ENSG00000186431,FCAR
ENSGALG00010000362,1,,ENSG00000239998,LILRA2
ENSGALG00010000362,1,,ENSG00000187116,LILRA5
ENSGALG00010000362,1,,ENSG00000131042,LILRB2
ENSGALG00010000362,1,,ENSG00000104972,LILRB1
ENSGALG00010000362,1,,ENSG00000088053,GP6
ENSGALG00010000362,1,,ENSG00000189430,NCR1
ENSGALG00010000362,1,,ENSG00000239961,LILRA4
ENSGALG00010000362,1,,ENSG00000167618,LAIR2
ENSGALG00010000362,1,,ENSG00000189068,VSTM1
ENSGALG00010000362,1,,ENSG00000104974,LILRA1
ENSGALG00010000362,1,,ENSG00000186818,LILRB4
ENSGALG00010000362,1,,ENSG00000204577,LILRB3
ENSGALG00010000362,1,,ENSG00000244482,LILRA6
ENSGALG00010000362,1,,ENSG00000105609,LILRB5
ENSGALG00010000363,1,,,
ENSGALG00010000364,1,,,
ENSGALG00010000365,1,,,
ENSGALG00010000366,1,EMID1,ENSG00000186998,EMID1
ENSGALG00010000367,1,HSD17B10,ENSG00000072506,HSD17B10
ENSGALG00010000368,1,,,
ENSGALG00010000369,1,,,
ENSGALG00010000370,1,,,
ENSGALG00010000371,1,,,
ENSGALG00010000372,1,,,
ENSGALG00010000373,1,,ENSG00000186431,FCAR
ENSGALG00010000373,1,,ENSG00000239998,LILRA2
ENSGALG00010000373,1,,ENSG00000187116,LILRA5
ENSGALG00010000373,1,,ENSG00000131042,LILRB2
ENSGALG00010000373,1,,ENSG00000104972,LILRB1
ENSGALG00010000373,1,,ENSG00000088053,GP6
ENSGALG00010000373,1,,ENSG00000189430,NCR1
ENSGALG00010000373,1,,ENSG00000239961,LILRA4
ENSGALG00010000373,1,,ENSG00000167618,LAIR2
ENSGALG00010000373,1,,ENSG00000189068,VSTM1
ENSGALG00010000373,1,,ENSG00000104974,LILRA1
ENSGALG00010000373,1,,ENSG00000186818,LILRB4
ENSGALG00010000373,1,,ENSG00000204577,LILRB3
ENSGALG00010000373,1,,ENSG00000244482,LILRA6
ENSGALG00010000373,1,,ENSG00000105609,LILRB5
ENSGALG00010000374,1,,,
ENSGALG00010000375,1,,,
ENSGALG00010000376,1,ASCC2,ENSG00000100325,ASCC2
ENSGALG00010000377,1,,ENSG00000077312,SNRPA
ENSGALG00010000378,1,,,
ENSGALG00010000379,1,,,
ENSGALG00010000380,1,,,
ENSGALG00010000381,1,,ENSG00000253831,ETV3L
ENSGALG00010000382,1,,,
ENSGALG00010000383,1,,,
ENSGALG00010000384,1,,ENSG00000092201,SUPT16H
ENSGALG00010000385,1,,,
ENSGALG00010000386,1,,,
ENSGALG00010000387,1,DTX1,ENSG00000135144,DTX1
ENSGALG00010000388,1,HNRNPC,,
ENSGALG00010000389,1,,,
ENSGALG00010000390,1,,,
ENSGALG00010000391,1,,ENSG00000186431,FCAR
ENSGALG00010000391,1,,ENSG00000239998,LILRA2
ENSGALG00010000391,1,,ENSG00000187116,LILRA5
ENSGALG00010000391,1,,ENSG00000131042,LILRB2
ENSGALG00010000391,1,,ENSG00000104972,LILRB1
ENSGALG00010000391,1,,ENSG00000088053,GP6
ENSGALG00010000391,1,,ENSG00000189430,NCR1
ENSGALG00010000391,1,,ENSG00000239961,LILRA4
ENSGALG00010000391,1,,ENSG00000167618,LAIR2
ENSGALG00010000391,1,,ENSG00000189068,VSTM1
ENSGALG00010000391,1,,ENSG00000104974,LILRA1
ENSGALG00010000391,1,,ENSG00000186818,LILRB4
ENSGALG00010000391,1,,ENSG00000204577,LILRB3
ENSGALG00010000391,1,,ENSG00000244482,LILRA6
ENSGALG00010000391,1,,ENSG00000105609,LILRB5
ENSGALG00010000392,1,,,
ENSGALG00010000393,1,,,
ENSGALG00010000394,1,,,
ENSGALG00010000395,1,,,
ENSGALG00010000396,1,,,
ENSGALG00010000397,1,,,
ENSGALG00010000398,1,,,
ENSGALG00010000399,1,,,
ENSGALG00010000400,1,,,
ENSGALG00010000401,1,,,
ENSGALG00010000402,1,PFKFB1,ENSG00000158571,PFKFB1
ENSGALG00010000403,1,,ENSG00000200785,SNORD8
ENSGALG00010000403,1,,ENSG00000199436,SNORD9
ENSGALG00010000404,1,RASAL1,ENSG00000111344,RASAL1
ENSGALG00010000405,1,,,
ENSGALG00010000406,1,NSMCE3,ENSG00000099399,MAGEB2
ENSGALG00010000406,1,NSMCE3,ENSG00000198681,MAGEA1
ENSGALG00010000406,1,NSMCE3,ENSG00000177383,MAGEF1
ENSGALG00010000406,1,NSMCE3,ENSG00000176774,MAGEB18
ENSGALG00010000406,1,NSMCE3,ENSG00000124260,MAGEA10
ENSGALG00010000406,1,NSMCE3,ENSG00000185247,MAGEA11
ENSGALG00010000406,1,NSMCE3,ENSG00000177689,MAGEB10
ENSGALG00010000406,1,NSMCE3,ENSG00000182798,MAGEB17
ENSGALG00010000406,1,NSMCE3,ENSG00000254585,MAGEL2
ENSGALG00010000406,1,NSMCE3,ENSG00000176746,MAGEB6
ENSGALG00010000406,1,NSMCE3,ENSG00000232030,MAGEB6B
ENSGALG00010000406,1,NSMCE3,ENSG00000102316,MAGED2
ENSGALG00010000406,1,NSMCE3,ENSG00000214107,MAGEB1
ENSGALG00010000406,1,NSMCE3,ENSG00000179222,MAGED1
ENSGALG00010000406,1,NSMCE3,ENSG00000154545,MAGED4
ENSGALG00010000406,1,NSMCE3,ENSG00000187243,MAGED4B
ENSGALG00010000406,1,NSMCE3,ENSG00000123584,MAGEA9
ENSGALG00010000406,1,NSMCE3,ENSG00000267978,MAGEA9B
ENSGALG00010000406,1,NSMCE3,ENSG00000156009,MAGEA8
ENSGALG00010000406,1,NSMCE3,ENSG00000187601,MAGEH1
ENSGALG00010000406,1,NSMCE3,ENSG00000182636,NDN
ENSGALG00010000406,1,NSMCE3,ENSG00000198798,MAGEB3
ENSGALG00010000406,1,NSMCE3,ENSG00000213401,MAGEA12
ENSGALG00010000406,1,NSMCE3,ENSG00000183305,MAGEA2B
ENSGALG00010000406,1,NSMCE3,ENSG00000268606,MAGEA2
ENSGALG00010000406,1,NSMCE3,ENSG00000189023,MAGEB16
ENSGALG00010000406,1,NSMCE3,ENSG00000120289,MAGEB4
ENSGALG00010000406,1,NSMCE3,ENSG00000198934,MAGEE1
ENSGALG00010000406,1,NSMCE3,ENSG00000067445,TRO
ENSGALG00010000406,1,NSMCE3,ENSG00000147381,MAGEA4
ENSGALG00010000406,1,NSMCE3,ENSG00000197172,MAGEA6
ENSGALG00010000406,1,NSMCE3,ENSG00000221867,MAGEA3
ENSGALG00010000406,1,NSMCE3,ENSG00000186675,MAGEE2
ENSGALG00010000406,1,NSMCE3,ENSG00000046774,MAGEC2
ENSGALG00010000406,1,NSMCE3,ENSG00000155495,MAGEC1
ENSGALG00010000406,1,NSMCE3,ENSG00000188408,MAGEB5
ENSGALG00010000406,1,NSMCE3,ENSG00000165509,MAGEC3
ENSGALG00010000407,1,WSB2,ENSG00000176871,WSB2
ENSGALG00010000408,1,,,
ENSGALG00010000409,1,,,
ENSGALG00010000410,1,,,
ENSGALG00010000411,1,,,
ENSGALG00010000412,1,RFC5,ENSG00000111445,RFC5
ENSGALG00010000413,1,,,
ENSGALG00010000414,1,,,
ENSGALG00010000415,1,,,
ENSGALG00010000416,1,,,
ENSGALG00010000417,1,,,
ENSGALG00010000418,1,,,
ENSGALG00010000419,1,,,
ENSGALG00010000420,1,,,
ENSGALG00010000421,1,,,
ENSGALG00010000422,1,ITIH6,ENSG00000102313,ITIH6
ENSGALG00010000423,1,CARD8,ENSG00000105483,CARD8
ENSGALG00010000424,1,,,
ENSGALG00010000425,1,,,
ENSGALG00010000426,1,,,
ENSGALG00010000427,1,,,
ENSGALG00010000428,1,GNL3L,ENSG00000130119,GNL3L
ENSGALG00010000429,1,,,
ENSGALG00010000430,1,,,
ENSGALG00010000431,1,AIFM3,ENSG00000183773,AIFM3
ENSGALG00010000432,1,,ENSG00000086758,HUWE1
ENSGALG00010000433,1,,,
ENSGALG00010000434,1,TP53,ENSG00000141510,TP53
ENSGALG00010000435,1,P2RX6,ENSG00000099957,P2RX6
ENSGALG00010000436,1,,,
ENSGALG00010000437,1,,,
ENSGALG00010000438,1,,,
ENSGALG00010000439,1,,,
ENSGALG00010000440,1,C14ORF166B,ENSG00000187905,LRRC74B
ENSGALG00010000441,1,SLC7A4,ENSG00000099960,SLC7A4
ENSGALG00010000442,1,DGCR6,ENSG00000278817,
ENSGALG00010000442,1,DGCR6,ENSG00000128185,DGCR6L
ENSGALG00010000442,1,DGCR6,ENSG00000183628,DGCR6
ENSGALG00010000443,1,TBX3,ENSG00000135111,TBX3
ENSGALG00010000444,1,RBM19,ENSG00000122965,RBM19
ENSGALG00010000445,1,LHX5,ENSG00000089116,LHX5
ENSGALG00010000446,1,,,
ENSGALG00010000447,1,SDSL,ENSG00000139410,SDSL
ENSGALG00010000448,1,,,
ENSGALG00010000449,1,PLBD2,ENSG00000151176,PLBD2
ENSGALG00010000450,1,,,
ENSGALG00010000451,1,,,
ENSGALG00010000452,1,SLC8B1,ENSG00000089060,SLC8B1
ENSGALG00010000453,1,ACHE,ENSG00000087085,ACHE
ENSGALG00010000454,1,,,
ENSGALG00010000455,1,,,
ENSGALG00010000456,1,,,
ENSGALG00010000457,1,CATSPER4,ENSG00000186815,TPCN1
ENSGALG00010000458,1,,ENSG00000184110,EIF3C
ENSGALG00010000458,1,,ENSG00000205609,EIF3CL
ENSGALG00010000459,1,,,
ENSGALG00010000460,1,,,
ENSGALG00010000461,1,,,
ENSGALG00010000462,1,,,
ENSGALG00010000463,1,,,
ENSGALG00010000464,1,,,
ENSGALG00010000465,1,CUNH17orf49,,
ENSGALG00010000466,1,FBXO21,ENSG00000135108,FBXO21
ENSGALG00010000467,1,RNASEK,ENSG00000219200,RNASEK
ENSGALG00010000468,1,TESC,ENSG00000088992,TESC
ENSGALG00010000469,1,,ENSG00000181856,SLC2A4
ENSGALG00010000470,1,FBXW8,ENSG00000174989,FBXW8
ENSGALG00010000471,1,WRAP53,ENSG00000141499,WRAP53
ENSGALG00010000472,1,,,
ENSGALG00010000473,1,,,
ENSGALG00010000474,1,,,
ENSGALG00010000475,1,RNFT2,ENSG00000135119,RNFT2
ENSGALG00010000476,1,,ENSG00000149925,ALDOA
ENSGALG00010000477,1,,,
ENSGALG00010000478,1,,,
ENSGALG00010000479,1,C12orf49,ENSG00000111412,SPRING1
ENSGALG00010000480,1,,,
ENSGALG00010000481,1,,,
ENSGALG00010000482,1,,ENSG00000189181,OR14I1
ENSGALG00010000482,1,,ENSG00000196772,OR14A16
ENSGALG00010000482,1,,ENSG00000241128,OR14A2
ENSGALG00010000482,1,,ENSG00000198452,OR14L1
ENSGALG00010000482,1,,ENSG00000204695,OR14J1
ENSGALG00010000482,1,,ENSG00000153230,OR14K1
ENSGALG00010000483,1,,,
ENSGALG00010000484,1,,,
ENSGALG00010000485,1,MED13L,ENSG00000123066,MED13L
ENSGALG00010000486,1,,,
ENSGALG00010000487,1,,,
ENSGALG00010000488,1,,,
ENSGALG00010000489,1,,,
ENSGALG00010000490,1,,,
ENSGALG00010000491,1,FRMD8,ENSG00000126391,FRMD8
ENSGALG00010000492,1,,,
ENSGALG00010000493,1,,,
ENSGALG00010000494,1,,,
ENSGALG00010000495,1,,,
ENSGALG00010000496,1,,,
ENSGALG00010000497,1,,,
ENSGALG00010000498,1,,,
ENSGALG00010000499,1,,,
ENSGALG00010000500,1,,,
ENSGALG00010000501,1,SCYL1,ENSG00000142186,SCYL1
ENSGALG00010000502,1,,,
ENSGALG00010000503,1,,,
ENSGALG00010000504,1,,,
ENSGALG00010000505,1,,,
ENSGALG00010000506,1,,,
ENSGALG00010000507,1,TRPT1,ENSG00000149743,TRPT1
ENSGALG00010000508,1,,,
ENSGALG00010000509,1,,,
ENSGALG00010000510,1,,,
ENSGALG00010000511,1,FERMT3,ENSG00000149781,FERMT3
ENSGALG00010000512,1,,,
ENSGALG00010000513,1,,,
ENSGALG00010000514,1,,,
ENSGALG00010000515,1,,,
ENSGALG00010000516,1,,,
ENSGALG00010000517,1,,,
ENSGALG00010000518,1,,,
ENSGALG00010000519,1,,,
ENSGALG00010000520,1,,,
ENSGALG00010000521,1,,,
ENSGALG00010000522,1,,,
ENSGALG00010000523,1,,,
ENSGALG00010000524,1,,,
ENSGALG00010000525,1,,,
ENSGALG00010000526,1,POLD1,ENSG00000062822,POLD1
ENSGALG00010000527,1,,,
ENSGALG00010000528,1,,,
ENSGALG00010000529,1,STIP1,ENSG00000168439,STIP1
ENSGALG00010000530,1,,,
ENSGALG00010000531,1,,,
ENSGALG00010000532,1,JPH2,ENSG00000149596,JPH2
ENSGALG00010000533,1,,,
ENSGALG00010000534,1,,,
ENSGALG00010000535,1,,,
ENSGALG00010000536,1,,,
ENSGALG00010000537,1,,,
ENSGALG00010000538,1,,,
ENSGALG00010000539,1,,,
ENSGALG00010000540,1,,,
ENSGALG00010000541,1,,,
ENSGALG00010000542,1,,,
ENSGALG00010000543,1,,,
ENSGALG00010000544,1,,,
ENSGALG00010000545,1,,,
ENSGALG00010000546,1,FLRT1,ENSG00000126500,FLRT1
ENSGALG00010000547,1,,,
ENSGALG00010000548,1,,,
ENSGALG00010000549,1,,,
ENSGALG00010000550,1,,,
ENSGALG00010000551,1,,,
ENSGALG00010000552,1,,,
ENSGALG00010000553,1,,,
ENSGALG00010000554,1,,,
ENSGALG00010000555,1,OTUB1,ENSG00000167770,OTUB1
ENSGALG00010000556,1,,,
ENSGALG00010000557,1,,,
ENSGALG00010000558,1,,,
ENSGALG00010000559,1,,,
ENSGALG00010000560,1,,,
ENSGALG00010000561,1,COX8A,,
ENSGALG00010000562,1,,,
ENSGALG00010000563,1,,,
ENSGALG00010000564,1,NAA40,ENSG00000110583,NAA40
ENSGALG00010000565,1,,,
ENSGALG00010000566,1,,,
ENSGALG00010000567,1,,,
ENSGALG00010000568,1,,,
ENSGALG00010000569,1,SIPA1,ENSG00000213445,SIPA1
ENSGALG00010000570,1,,,
ENSGALG00010000571,1,ASPDH,ENSG00000204653,ASPDH
ENSGALG00010000572,1,,,
ENSGALG00010000573,1,SNORD125,ENSG00000239127,SNORD125
ENSGALG00010000574,1,EHBP1L1,,
ENSGALG00010000575,1,SEC14L3,ENSG00000100003,SEC14L2
ENSGALG00010000576,1,NOS1,ENSG00000089250,NOS1
ENSGALG00010000577,1,,ENSG00000182791,CCDC87
ENSGALG00010000578,1,SSSCA1,ENSG00000173465,ZNRD2
ENSGALG00010000579,1,,ENSG00000213023,SYT3
ENSGALG00010000580,1,,,
ENSGALG00010000581,1,RBM4,ENSG00000173933,RBM4
ENSGALG00010000582,1,,,
ENSGALG00010000583,1,CCS,ENSG00000173992,CCS
ENSGALG00010000584,1,RBM14,ENSG00000239306,RBM14
ENSGALG00010000585,1,SPTBN2,ENSG00000173898,SPTBN2
ENSGALG00010000586,1,,,
ENSGALG00010000587,1,,,
ENSGALG00010000588,1,,,
ENSGALG00010000589,1,,,
ENSGALG00010000590,1,DNAH5,ENSG00000039139,DNAH5
ENSGALG00010000591,1,SBK2,ENSG00000187550,SBK2
ENSGALG00010000592,1,CCT5,ENSG00000150753,CCT5
ENSGALG00010000593,1,FAM173B,ENSG00000150756,ATPSCKMT
ENSGALG00010000594,1,,ENSG00000135392,DNAJC14
ENSGALG00010000595,1,MYO10,ENSG00000145555,MYO10
ENSGALG00010000596,1,,ENSG00000171161,ZNF672
ENSGALG00010000597,1,CDH9,ENSG00000113100,CDH9
ENSGALG00010000598,1,,ENSG00000171161,ZNF672
ENSGALG00010000599,1,FAM134B,ENSG00000154153,RETREG1
ENSGALG00010000600,1,,,
ENSGALG00010000601,1,,ENSG00000171161,ZNF672
ENSGALG00010000602,1,,ENSG00000189181,OR14I1
ENSGALG00010000602,1,,ENSG00000196772,OR14A16
ENSGALG00010000602,1,,ENSG00000241128,OR14A2
ENSGALG00010000602,1,,ENSG00000198452,OR14L1
ENSGALG00010000602,1,,ENSG00000204695,OR14J1
ENSGALG00010000602,1,,ENSG00000153230,OR14K1
ENSGALG00010000603,1,ZNF622,ENSG00000173545,ZNF622
ENSGALG00010000604,1,,ENSG00000171161,ZNF672
ENSGALG00010000605,1,11-Mar,ENSG00000183654,MARCHF11
ENSGALG00010000606,1,UBE2QL1,ENSG00000215218,UBE2QL1
ENSGALG00010000607,1,,ENSG00000171161,ZNF672
ENSGALG00010000608,1,,ENSG00000171161,ZNF672
ENSGALG00010000609,1,,,
ENSGALG00010000610,1,MED10,,
ENSGALG00010000611,1,C7orf57,ENSG00000164746,C7orf57
ENSGALG00010000612,1,,,
ENSGALG00010000613,1,LIN37,ENSG00000267796,LIN37
ENSGALG00010000614,1,KAT8,ENSG00000103510,KAT8
ENSGALG00010000615,1,,ENSG00000171161,ZNF672
ENSGALG00010000616,1,PSENEN,ENSG00000205155,PSENEN
ENSGALG00010000617,1,,,
ENSGALG00010000618,1,,,
ENSGALG00010000619,1,,,
ENSGALG00010000620,1,,,
ENSGALG00010000621,1,UPP1,ENSG00000183696,UPP1
ENSGALG00010000622,1,,ENSG00000171161,ZNF672
ENSGALG00010000623,1,,,
ENSGALG00010000624,1,,ENSG00000189181,OR14I1
ENSGALG00010000624,1,,ENSG00000196772,OR14A16
ENSGALG00010000624,1,,ENSG00000241128,OR14A2
ENSGALG00010000624,1,,ENSG00000198452,OR14L1
ENSGALG00010000624,1,,ENSG00000204695,OR14J1
ENSGALG00010000624,1,,ENSG00000153230,OR14K1
ENSGALG00010000625,1,LIPE,ENSG00000079435,LIPE
ENSGALG00010000626,1,ABCA13,ENSG00000179869,ABCA13
ENSGALG00010000627,1,,,
ENSGALG00010000628,1,,,
ENSGALG00010000629,1,,,
ENSGALG00010000630,1,,,
ENSGALG00010000631,1,,,
ENSGALG00010000632,1,,ENSG00000189181,OR14I1
ENSGALG00010000632,1,,ENSG00000196772,OR14A16
ENSGALG00010000632,1,,ENSG00000241128,OR14A2
ENSGALG00010000632,1,,ENSG00000198452,OR14L1
ENSGALG00010000632,1,,ENSG00000204695,OR14J1
ENSGALG00010000632,1,,ENSG00000153230,OR14K1
ENSGALG00010000633,1,VWC2,ENSG00000188730,VWC2
ENSGALG00010000634,1,,ENSG00000166484,MAPK7
ENSGALG00010000635,1,,ENSG00000130204,TOMM40
ENSGALG00010000636,1,ZNF646,ENSG00000167395,ZNF646
ENSGALG00010000637,1,,,
ENSGALG00010000638,1,,ENSG00000189181,OR14I1
ENSGALG00010000638,1,,ENSG00000196772,OR14A16
ENSGALG00010000638,1,,ENSG00000241128,OR14A2
ENSGALG00010000638,1,,ENSG00000198452,OR14L1
ENSGALG00010000638,1,,ENSG00000204695,OR14J1
ENSGALG00010000638,1,,ENSG00000153230,OR14K1
ENSGALG00010000639,1,SCN1B,ENSG00000105711,SCN1B
ENSGALG00010000640,1,,ENSG00000189181,OR14I1
ENSGALG00010000640,1,,ENSG00000196772,OR14A16
ENSGALG00010000640,1,,ENSG00000241128,OR14A2
ENSGALG00010000640,1,,ENSG00000198452,OR14L1
ENSGALG00010000640,1,,ENSG00000204695,OR14J1
ENSGALG00010000640,1,,ENSG00000153230,OR14K1
ENSGALG00010000641,1,,ENSG00000151006,PRSS53
ENSGALG00010000642,1,ZPBP1,ENSG00000042813,ZPBP
ENSGALG00010000643,1,VKORC1,ENSG00000167397,VKORC1
ENSGALG00010000644,1,C7orf72,ENSG00000164500,SPMIP7
ENSGALG00010000645,1,,ENSG00000171161,ZNF672
ENSGALG00010000646,1,,,
ENSGALG00010000647,1,,,
ENSGALG00010000648,1,,ENSG00000189181,OR14I1
ENSGALG00010000648,1,,ENSG00000196772,OR14A16
ENSGALG00010000648,1,,ENSG00000241128,OR14A2
ENSGALG00010000648,1,,ENSG00000198452,OR14L1
ENSGALG00010000648,1,,ENSG00000204695,OR14J1
ENSGALG00010000648,1,,ENSG00000153230,OR14K1
ENSGALG00010000649,1,PAPD7,ENSG00000112941,TENT4A
ENSGALG00010000650,1,BCKDK,ENSG00000103507,BCKDK
ENSGALG00010000651,1,MYO7L2,ENSG00000092054,MYH7
ENSGALG00010000652,1,SRD5A1,ENSG00000145545,SRD5A1
ENSGALG00010000653,1,NSUN2,ENSG00000037474,NSUN2
ENSGALG00010000654,1,,,
ENSGALG00010000655,1,,ENSG00000189181,OR14I1
ENSGALG00010000655,1,,ENSG00000196772,OR14A16
ENSGALG00010000655,1,,ENSG00000241128,OR14A2
ENSGALG00010000655,1,,ENSG00000198452,OR14L1
ENSGALG00010000655,1,,ENSG00000204695,OR14J1
ENSGALG00010000655,1,,ENSG00000153230,OR14K1
ENSGALG00010000656,1,,,
ENSGALG00010000657,1,,,
ENSGALG00010000658,1,,,
ENSGALG00010000659,1,,ENSG00000167098,SUN5
ENSGALG00010000660,1,,ENSG00000136463,TACO1
ENSGALG00010000661,1,,ENSG00000189181,OR14I1
ENSGALG00010000661,1,,ENSG00000196772,OR14A16
ENSGALG00010000661,1,,ENSG00000241128,OR14A2
ENSGALG00010000661,1,,ENSG00000198452,OR14L1
ENSGALG00010000661,1,,ENSG00000204695,OR14J1
ENSGALG00010000661,1,,ENSG00000153230,OR14K1
ENSGALG00010000662,1,,,
ENSGALG00010000663,1,,,
ENSGALG00010000664,1,,,
ENSGALG00010000665,1,,,
ENSGALG00010000666,1,,,
ENSGALG00010000667,1,,,
ENSGALG00010000668,1,,,
ENSGALG00010000669,1,,,
ENSGALG00010000670,1,,ENSG00000171161,ZNF672
ENSGALG00010000671,1,,,
ENSGALG00010000672,1,,,
ENSGALG00010000673,1,,,
ENSGALG00010000674,1,GRB10,ENSG00000106070,GRB10
ENSGALG00010000675,1,,,
ENSGALG00010000676,1,,,
ENSGALG00010000677,1,,,
ENSGALG00010000678,1,,,
ENSGALG00010000679,1,,,
ENSGALG00010000680,1,,,
ENSGALG00010000681,1,,ENSG00000171161,ZNF672
ENSGALG00010000682,1,,,
ENSGALG00010000683,1,,,
ENSGALG00010000684,1,COBL,ENSG00000106078,COBL
ENSGALG00010000685,1,,ENSG00000140675,SLC5A2
ENSGALG00010000686,1,,ENSG00000171161,ZNF672
ENSGALG00010000687,1,IKZF1,ENSG00000185811,IKZF1
ENSGALG00010000688,1,,ENSG00000140688,RUSF1
ENSGALG00010000689,1,,,
ENSGALG00010000690,1,,,
ENSGALG00010000691,1,,,
ENSGALG00010000692,1,,,
ENSGALG00010000693,1,,,
ENSGALG00010000694,1,,,
ENSGALG00010000695,1,FIGNL1,ENSG00000132436,FIGNL1
ENSGALG00010000696,1,,,
ENSGALG00010000697,1,,,
ENSGALG00010000698,1,,,
ENSGALG00010000699,1,,,
ENSGALG00010000700,1,,,
ENSGALG00010000701,1,,,
ENSGALG00010000702,1,DDC,ENSG00000132437,DDC
ENSGALG00010000703,1,,,
ENSGALG00010000704,1,ZNF624,ENSG00000171161,ZNF672
ENSGALG00010000705,1,,ENSG00000167098,SUN5
ENSGALG00010000706,1,,,
ENSGALG00010000707,1,,,
ENSGALG00010000708,1,,,
ENSGALG00010000709,1,,,
ENSGALG00010000710,1,,,
ENSGALG00010000711,1,SPRY2,ENSG00000136158,SPRY2
ENSGALG00010000712,1,,,
ENSGALG00010000713,1,,ENSG00000189181,OR14I1
ENSGALG00010000713,1,,ENSG00000196772,OR14A16
ENSGALG00010000713,1,,ENSG00000241128,OR14A2
ENSGALG00010000713,1,,ENSG00000198452,OR14L1
ENSGALG00010000713,1,,ENSG00000204695,OR14J1
ENSGALG00010000713,1,,ENSG00000153230,OR14K1
ENSGALG00010000714,1,FBXL7,ENSG00000183580,FBXL7
ENSGALG00010000715,1,PCDH20,ENSG00000280165,PCDH20
ENSGALG00010000716,1,,ENSG00000171161,ZNF672
ENSGALG00010000717,1,NDFIP2,ENSG00000102471,NDFIP2
ENSGALG00010000718,1,EEF1G,ENSG00000254772,EEF1G
ENSGALG00010000719,1,,,
ENSGALG00010000720,1,RBM26,ENSG00000139746,RBM26
ENSGALG00010000721,1,,ENSG00000171161,ZNF672
ENSGALG00010000722,1,ANKH,ENSG00000154122,ANKH
ENSGALG00010000723,1,,,
